Event ID	Event Date	Source Name	Source Sectors	Source Country	Event Text	CAMEO Code	Intensity	Target Name	Target Sectors	Target Country	Story ID	Sentence Number	Publisher	City	District	Province	Country	Latitude	Longitude
32889836	2018-06-01	Foreign Affairs (Bangladesh)	Executive,Foreign Ministry,Government	Bangladesh	Consult	040	1	High Ranking Military Personnel (Vietnam)	Military,Government	Vietnam	47400351	2	Vietnam News Agency Bulletin	Hanoi	NA	Thanh Pho Ha Noi	Vietnam	21.0245	105.841
32889837	2018-06-01	High Ranking Military Personnel (Vietnam)	Military,Government	Vietnam	Consult	040	1	Foreign Affairs (Bangladesh)	Executive,Foreign Ministry,Government	Bangladesh	47400351	2	Vietnam News Agency Bulletin	Hanoi	NA	Thanh Pho Ha Noi	Vietnam	21.0245	105.841
32891290	2018-06-01	Ministry (Japan)	Government	Japan	Consider policy option	014	0	Citizen (Japan)	General Population / Civilian / Social,Social	Japan	47400357	5	Mainichi Daily News	Osaka	Osaka-shi	Osaka-fu	Japan	34.6937	135.502
32891065	2018-06-01	Japan	NA	Japan	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Vietnam	NA	Vietnam	47400359	2	Vietnam News Agency Bulletin	NA	NA	NA	Japan	35.6149	139.581
32891064	2018-06-01	Vietnam	NA	Vietnam	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Japan	NA	Japan	47400359	2	Vietnam News Agency Bulletin	NA	NA	NA	Vietnam	21.0245	105.841
32889838	2018-06-01	Government Official (Thailand)	Government	Thailand	Make statement	010	0	Head of Government (Thailand)	Executive,Government,Executive Office	Thailand	47400360	3	Organisation of Asia-Pacific News Agencies	Bangkok	NA	Krung Thep Mahanakhon	Thailand	13.754	100.501
32891059	2018-06-01	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	Make an appeal or request	020	3	United States	NA	United States	47400361	2	Kyodo News	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32891060	2018-06-01	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	Express intent to cooperate	030	4	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47400361	3	Kyodo News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32891062	2018-06-01	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	Meet at a 'third' location	044	2.5	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47400361	3	Kyodo News	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32891061	2018-06-01	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Express intent to cooperate	030	4	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	47400361	3	Kyodo News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32891063	2018-06-01	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Meet at a 'third' location	044	2.5	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	47400361	3	Kyodo News	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32891068	2018-06-01	Donald Trump	Government,Executive Office,Executive	United States	Demand diplomatic cooperation (such as policy support)	102	-5	China	NA	China	47400363	1	Indo-Asian News Service	Beijing	NA	Beijing Shi	China	39.9075	116.397
32891069	2018-06-01	Government (China)	Government	China	Criticize or denounce	111	-2	United States	NA	United States	47400363	6	Indo-Asian News Service	NA	NA	Paracel Islands	China	16.5	112.25
32889839	2018-06-01	Lawyer/Attorney (Australia)	Social,Legal	Australia	Accuse	112	-2	Citizen (Australia)	Social,General Population / Civilian / Social	Australia	47400369	6	Australian Associated Press	Collingwood	Yarra	State of Victoria	Australia	-37.8	144.983
32891167	2018-06-01	North Korea	NA	North Korea	Make an appeal or request	020	3	South Korea	NA	South Korea	47400374	1	Reuters News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32898061	2018-06-01	Businessperson (India)	Business,Social	India	Complain officially	114	-2	Citizen (India)	General Population / Civilian / Social,Social	India	47400380	1	Hindustan Times	Mumbai	Konkan Division	State of Maharashtra	India	19.0728	72.8826
32891180	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Children (India)	General Population / Civilian / Social,Social	India	47400381	1	Hindustan Times	Delhi	NA	National Capital Territory of Delhi	India	28.6538	77.229
32891072	2018-06-01	Police (Malaysia)	Police,Government	Malaysia	Make statement	010	0	Student (Malaysia)	Social,Education	Malaysia	47400382	3	Associated Press Newswires	Kuala Lumpur	NA	Kuala Lumpur	Malaysia	3.1412	101.687
32890165	2018-06-01	John Howard	Elite,(National) Major Party,Opposition Major Party (Out Of Government),Parties	Australia	Engage in diplomatic cooperation	050	3.5	China	NA	China	47400385	1	Australian Associated Press	Canberra	NA	Australian Capital Territory	Australia	-35.2835	149.128
32890166	2018-06-01	Foreign Affairs (South Korea)	Foreign Ministry,Executive,Government	South Korea	Make an appeal or request	020	3	Russia	NA	Russian Federation	47400386	1	Yonhap English News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891172	2018-06-01	South Korea	NA	South Korea	Engage in negotiation	046	7	United States	NA	United States	47400387	1	Yonhap English News	New York City	NA	state of New York	United States	40.7143	-74.006
32891173	2018-06-01	United States	NA	United States	Engage in negotiation	046	7	South Korea	NA	South Korea	47400387	1	Yonhap English News	New York City	NA	state of New York	United States	40.7143	-74.006
32891175	2018-06-01	Kim Yong-chol	Government	North Korea	Engage in negotiation	046	7	Mike Pompeo	Government,Executive,Foreign Ministry	United States	47400387	2	Yonhap English News	New York City	NA	state of New York	United States	40.7143	-74.006
32891174	2018-06-01	Mike Pompeo	Government,Executive,Foreign Ministry	United States	Engage in negotiation	046	7	Kim Yong-chol	Government	North Korea	47400387	2	Yonhap English News	New York City	NA	state of New York	United States	40.7143	-74.006
32891071	2018-06-01	Donald Trump	Government,Executive Office,Executive	United States	Give ultimatum	139	-7	Justin Trudeau	Government,Executive Office,Executive,(National) Major Party,Parties,Center Left,Ideological,Legislative / Parliamentary	Canada	47400390	2	Trend News Agency (Azerbaijan)	Baku	NA	Baku City	Azerbaijan	40.3777	49.892
32891170	2018-06-01	Recep Tayyip Erdoğan	Parties,International Religious,Sunni,Ideological,Center Right,(National) Major Party,Government,Executive Office,Executive,Elite	Turkey	Make statement	010	0	Turkey	NA	Turkey	47400391	5	Trend News Agency (Azerbaijan)	Ankara	NA	Ankara	Turkey	39.9199	32.8543
32891177	2018-06-01	Pakistan	NA	Pakistan	Express intent to cooperate	030	4	India	NA	India	47400416	1	Irish Times	Kashmir	NA	Punjab	Pakistan	31.3422	74.3653
32891176	2018-06-01	India	NA	India	Express intent to cooperate	030	4	Pakistan	NA	Pakistan	47400416	1	Irish Times	NA	NA	State of Jammu and Kashmir	India	33.9167	76.6667
32891179	2018-06-01	Citizen (India)	General Population / Civilian / Social,Social	India	Express intent to cooperate	030	4	Citizen (Pakistan)	General Population / Civilian / Social,Social	Pakistan	47400416	3	Irish Times	NA	NA	State of Jammu and Kashmir	India	33.9167	76.6667
32891178	2018-06-01	Citizen (Pakistan)	General Population / Civilian / Social,Social	Pakistan	Express intent to cooperate	030	4	Citizen (India)	General Population / Civilian / Social,Social	India	47400416	3	Irish Times	Kashmir	NA	Punjab	Pakistan	31.3422	74.3653
32890168	2018-06-01	Ministry (Ireland)	Government	Ireland	Make statement	010	0	Ireland	NA	Ireland	47400421	4	Irish Times	Dublin	Dublin City	Leinster	Ireland	53.3331	-6.24889
32898264	2018-06-01	United States	NA	United States	Host a visit	043	2.8	Michelle O'Neill	NA	United States	47400424	6	Irish Times	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32898263	2018-06-01	Michelle O'Neill	NA	United States	Make a visit	042	1.9	United States	NA	United States	47400424	6	Irish Times	NA	NA	Washington D.C.	United States	38.9171	-77.0003
32889840	2018-06-01	Foreign Affairs (United States)	Government,Executive,Foreign Ministry	United States	Make statement	010	0	Other Authorities / Officials (Ireland)	Government	Ireland	47400437	6	Irish Times	Dublin	Dublin City	Leinster	Ireland	53.3331	-6.24889
32889841	2018-06-01	Poland	NA	Poland	Accuse	112	-2	Member of the Judiciary (Ireland)	Judicial,Government	Ireland	47400438	1	Irish Times	NA	NA	NA	Ireland	53.344	-6.26719
32890170	2018-06-01	Militant (India)	Unidentified Forces	India	fight with small arms and light weapons	193	-10	Military (India)	Government,Military	India	47400440	1	Hindustan Times	Srinagar	NA	State of Jammu and Kashmir	India	34.0884	74.803
32890169	2018-06-01	Military (India)	Government,Military	India	fight with small arms and light weapons	193	-10	Militant (India)	Unidentified Forces	India	47400440	1	Hindustan Times	Srinagar	NA	State of Jammu and Kashmir	India	34.0884	74.803
32891073	2018-06-01	Religion (France)	Social,National Religious	France	Engage in symbolic act	017	0	Military Personnel (France)	Military,Government	France	47400469	2	Le Figaro	Montfermeil	Departement de Seine-Saint-Denis	Region Ile-de-France	France	48.8982	2.57913
32889842	2018-06-01	Venezuela	NA	Venezuela	Express intent to meet or negotiate	036	4	Nicolás Maduro	Far Left,(National) Major Party,Parties,Government,Executive Office,Ideological,Cabinet,Executive,Elite	Venezuela	47400479	2	Agencia EFE - Serviço em português	Caracas	Municipio Libertador	Distrito Capital	Venezuela	10.488	-66.8792
32890172	2018-06-01	Ng Eng Hen	Executive,Education Ministry,Defense / Security Ministry,Government	Singapore	Make statement	010	0	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	47400482	3	Channel NewsAsia	NA	NA	NA	Singapore	1.28967	103.85
32890174	2018-06-01	Ng Eng Hen	Executive,Education Ministry,Defense / Security Ministry,Government	Singapore	Make statement	010	0	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	47400482	5	Channel NewsAsia	NA	NA	NA	Singapore	1.28967	103.85
32890173	2018-06-01	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	Make statement	010	0	Ng Eng Hen	Executive,Education Ministry,Defense / Security Ministry,Government	Singapore	47400482	5	Channel NewsAsia	NA	NA	NA	United States	38.8951	-77.0364
32890175	2018-06-01	Singapore	NA	Singapore	Provide military aid	072	8.3	United States	NA	United States	47400482	6	Channel NewsAsia	NA	NA	NA	United States	38.8951	-77.0364
32890186	2018-06-01	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	Consult	040	1	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	47400613	3	Kyodo News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32890185	2018-06-01	Aso Taro	Elite,Government,International Religious,(National) Major Party,Parties,Ideological,Center Right,Legislative / Parliamentary,Executive,Executive Office,Lower House,Finance / Economy / Commerce / Trade Ministry,Christian	Japan	Consult	040	1	Steven Mnuchin	Government,Executive,Finance / Economy / Commerce / Trade Ministry	United States	47400613	3	Kyodo News	Whistler	NA	British Columbia	Canada	50.1164	-122.969
32891218	2018-06-01	North Korea	NA	North Korea	Engage in negotiation	046	7	United States	NA	United States	47400614	2	Kyodo News	NA	NA	NA	North Korea	39.0339	125.754
32891219	2018-06-01	United States	NA	United States	Engage in negotiation	046	7	North Korea	NA	North Korea	47400614	2	Kyodo News	NA	NA	NA	United States	38.8951	-77.0364
32891217	2018-06-01	North Korea	NA	North Korea	Express intent to cooperate	030	4	South Korea	NA	South Korea	47400614	5	Kyodo News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891216	2018-06-01	South Korea	NA	South Korea	Express intent to cooperate	030	4	North Korea	NA	North Korea	47400614	5	Kyodo News	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32897651	2018-06-01	Lawyer/Attorney (India)	Legal,Social	India	Make an appeal or request	020	3	Health Ministry (India)	Health Ministry,Government,Executive	India	47400620	2	Hindustan Times	Noida	Meerut	State of Uttar Pradesh	India	28.58	77.33
32891213	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400621	1	Hindustan Times	Greater Noida	Meerut	State of Uttar Pradesh	India	28.4961	77.536
32891214	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400621	2	Hindustan Times	Greater Noida	Meerut	State of Uttar Pradesh	India	28.4961	77.536
32891215	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400621	4	Hindustan Times	Greater Noida	Meerut	State of Uttar Pradesh	India	28.4961	77.536
32891091	2018-06-01	Mob (India)	Dissident,Protestors / Popular Opposition / Mobs	India	Protest violently, riot	145	-7.5	Police (India)	Government,Police	India	47400622	1	Hindustan Times	Hajipur	NA	State of Punjab	India	31.9762	75.7532
32891092	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400622	3	Hindustan Times	Hajipur	NA	State of Punjab	India	31.9762	75.7532
32890184	2018-06-01	Police (India)	Government,Police	India	Arrest, detain, or charge with legal action	173	-5	Citizen (India)	General Population / Civilian / Social,Social	India	47400623	2	Hindustan Times	Balapur	NA	State of Maharashtra	India	20.6661	76.7739
32891094	2018-06-01	Nursultan Nazarbayev	International Government Organization,Nationalist,Parties,(National) Major Party,Government,Ideological,Elite,Global,Executive Office,Global Economic/Financial/Trade IGOs,Executive	Kazakhstan	Make statement	010	0	Shanghai Cooperation Organization	International Government Organization,Regional Defense / Security IGOs,Regional	NA	47400632	2	Xinhua News Agency	Astana	NA	Astana Qalasy	Kazakhstan	51.1801	71.446
32891095	2018-06-01	Nursultan Nazarbayev	International Government Organization,Nationalist,Parties,(National) Major Party,Government,Ideological,Elite,Global,Executive Office,Global Economic/Financial/Trade IGOs,Executive	Kazakhstan	Make statement	010	0	India	NA	India	47400632	5	Xinhua News Agency	Astana	NA	Astana Qalasy	Kazakhstan	51.1801	71.446
32891096	2018-06-01	Nursultan Nazarbayev	International Government Organization,Nationalist,Parties,(National) Major Party,Government,Ideological,Elite,Global,Executive Office,Global Economic/Financial/Trade IGOs,Executive	Kazakhstan	Make statement	010	0	Pakistan	NA	Pakistan	47400632	5	Xinhua News Agency	Astana	NA	Astana Qalasy	Kazakhstan	51.1801	71.446
32891220	2018-06-01	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	Make an appeal or request	020	3	Vietnam	NA	Vietnam	47400633	1	Vietnam News Agency Bulletin	NA	NA	NA	United States	38.8951	-77.0364
32891222	2018-06-01	United States	NA	United States	Express intent to engage in diplomatic cooperation (such as policy support)	032	4.5	Vietnam	NA	Vietnam	47400633	5	Vietnam News Agency Bulletin	Da Nang	NA	Thanh Pho Da Nang	Vietnam	16.0678	108.221
32891223	2018-06-01	United States	NA	United States	Praise or endorse	051	3.4	Vietnam	NA	Vietnam	47400633	5	Vietnam News Agency Bulletin	Da Nang	NA	Thanh Pho Da Nang	Vietnam	16.0678	108.221
32891224	2018-06-01	James Mattis	Government,Marines,Executive,Defense / Security Ministry,Military	United States	Praise or endorse	051	3.4	Vietnam	NA	Vietnam	47400633	6	Vietnam News Agency Bulletin	Da Nang	NA	Thanh Pho Da Nang	Vietnam	16.0678	108.221
32891093	2018-06-01	Security Service of Ukraine	Government,Police,National / Border Divisions	Ukraine	Make statement	010	0	Government Lawyer/Representative (Ukraine)	Government,Justice / Law Ministry,Executive	Ukraine	47400634	4	ITAR Tass	Kiev	NA	Misto Kyyiv	Ukraine	50.4547	30.5238
32890189	2018-06-01	Foreign Affairs (Palestinian Territory, Occupied)	Executive,Foreign Ministry,Government	Occupied Palestinian Territory	Consult	040	1	Mikhail Bogdanov	Government,Foreign Ministry,Executive	Russian Federation	47400638	1	Cape Argus	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32890188	2018-06-01	Mikhail Bogdanov	Government,Foreign Ministry,Executive	Russian Federation	Consult	040	1	Foreign Affairs (Palestinian Territory, Occupied)	Executive,Foreign Ministry,Government	Occupied Palestinian Territory	47400638	1	Cape Argus	Moscow	NA	Moskva	Russian Federation	55.7522	37.6156
32890187	2018-06-01	Hamas	Muslim,Dissident,International Religious,(National) Major Party,Parties,Nongovernmental Organization (International)	Occupied Palestinian Territory	Express accord	019	3.4	Israel	NA	Israel	47400638	3	Cape Argus	NA	NA	Gaza Strip	Occupied Palestinian Territory	31.4167	34.3333
32889856	2018-06-01	Iraq	NA	Iraq	Express intent to cooperate economically	0311	5.2	United States	NA	United States	47400664	4	The Mercury	NA	NA	NA	Iraq	33.3406	44.4009
32891229	2018-06-01	South Africa	NA	South Africa	Host a visit	043	2.8	Cyril Ramaphosa	Executive,Executive Office,Government Major Party (In Government),Ideological,Social,Elite,Government,Far Left,Parties,(National) Major Party,Consulting / Financial Services Business,Management / Budget / Planning / Organization Ministry,Business	South Africa	47400667	1	The Mercury	Cape Town	City of Cape Town	Province of the Western Cape	South Africa	-33.9258	18.4232
32891227	2018-06-01	Cyril Ramaphosa	Executive,Executive Office,Government Major Party (In Government),Ideological,Social,Elite,Government,Far Left,Parties,(National) Major Party,Consulting / Financial Services Business,Management / Budget / Planning / Organization Ministry,Business	South Africa	Make a visit	042	1.9	South Africa	NA	South Africa	47400667	1	The Mercury	Cape Town	City of Cape Town	Province of the Western Cape	South Africa	-33.9258	18.4232
32891228	2018-06-01	Cyril Ramaphosa	Executive,Executive Office,Government Major Party (In Government),Ideological,Social,Elite,Government,Far Left,Parties,(National) Major Party,Consulting / Financial Services Business,Management / Budget / Planning / Organization Ministry,Business	South Africa	Praise or endorse	051	3.4	Muslim (South Africa)	Social,Muslim,International Religious,National Religious	South Africa	47400667	1	The Mercury	Cape Town	City of Cape Town	Province of the Western Cape	South Africa	-33.9258	18.4232
32891225	2018-06-01	Muslim (South Africa)	Social,Muslim,International Religious,National Religious	South Africa	Make an appeal or request	020	3	Cyril Ramaphosa	Executive,Executive Office,Government Major Party (In Government),Ideological,Social,Elite,Government,Far Left,Parties,(National) Major Party,Consulting / Financial Services Business,Management / Budget / Planning / Organization Ministry,Business	South Africa	47400667	2	The Mercury	Cape Town	City of Cape Town	Province of the Western Cape	South Africa	-33.9258	18.4232
32891226	2018-06-01	Muslim (South Africa)	Social,Muslim,International Religious,National Religious	South Africa	Express intent to meet or negotiate	036	4	Cyril Ramaphosa	Executive,Executive Office,Government Major Party (In Government),Ideological,Social,Elite,Government,Far Left,Parties,(National) Major Party,Consulting / Financial Services Business,Management / Budget / Planning / Organization Ministry,Business	South Africa	47400667	2	The Mercury	Cape Town	City of Cape Town	Province of the Western Cape	South Africa	-33.9258	18.4232
32891098	2018-06-01	Khalifa Belqasim Haftar	Military,Government	Libya	Praise or endorse	051	3.4	House of Representatives (Libya)	Legislative / Parliamentary,Government	Libya	47400669	6	The Mercury	Tobruk	NA	Sha`biyat al Butnan	Libya	32.0836	23.9764
32890041	2018-06-01	Zimbabwe	NA	Zimbabwe	Host a visit	043	2.8	Peter Hain	Parties,(National) Major Party,Center Left,Legislative / Parliamentary,Ideological,Government,Elite,Executive	United Kingdom	47400671	1	The Mercury	NA	NA	NA	Zimbabwe	-17.8293	31.0539
32890040	2018-06-01	Emmerson Mnangagwa	Far Left,Defense / Security Ministry,Elite,Executive,Cabinet,Ideological,Government,Executive Office,Parties,(National) Major Party	Zimbabwe	Consult	040	1	Peter Hain	Parties,(National) Major Party,Center Left,Legislative / Parliamentary,Ideological,Government,Elite,Executive	United Kingdom	47400671	1	The Mercury	NA	NA	NA	Zimbabwe	-17.8293	31.0539
32890039	2018-06-01	Peter Hain	Parties,(National) Major Party,Center Left,Legislative / Parliamentary,Ideological,Government,Elite,Executive	United Kingdom	Make a visit	042	1.9	Zimbabwe	NA	Zimbabwe	47400671	1	The Mercury	NA	NA	NA	Zimbabwe	-17.8293	31.0539
32890038	2018-06-01	Peter Hain	Parties,(National) Major Party,Center Left,Legislative / Parliamentary,Ideological,Government,Elite,Executive	United Kingdom	Consult	040	1	Emmerson Mnangagwa	Far Left,Defense / Security Ministry,Elite,Executive,Cabinet,Ideological,Government,Executive Office,Parties,(National) Major Party	Zimbabwe	47400671	1	The Mercury	NA	NA	NA	United Kingdom	51.5085	-0.12574
32890045	2018-06-01	Business (South Africa)	Social,Business	South Africa	Deny responsibility	016	-5	South Africa	NA	South Africa	47400673	1	The Mercury	Midrand	City of Johannesburg Metropolitan Municipality	Gauteng	South Africa	-25.9895	28.1284
32891097	2018-06-01	Khalifa Belqasim Haftar	Military,Government	Libya	Praise or endorse	051	3.4	House of Representatives (Libya)	Legislative / Parliamentary,Government	Libya	47400685	6	Cape Times	Tobruk	NA	Sha`biyat al Butnan	Libya	32.0836	23.9764
32890194	2018-06-01	Business (South Africa)	Social,Business	South Africa	Deny responsibility	016	-5	South Africa	NA	South Africa	47400693	1	Cape Times	Midrand	City of Johannesburg Metropolitan Municipality	Gauteng	South Africa	-25.9895	28.1284
32891099	2018-06-01	Iraq	NA	Iraq	Express intent to cooperate economically	0311	5.2	United States	NA	United States	47400695	4	Cape Times	NA	NA	NA	Iraq	33.3406	44.4009
32890036	2018-06-01	Kim Yong-chol	Government	North Korea	Consult	040	1	Mike Pompeo	Government,Executive,Foreign Ministry	United States	47400698	4	Associated Press Newswires	New York City	NA	state of New York	United States	40.7143	-74.006
32890037	2018-06-01	Mike Pompeo	Government,Executive,Foreign Ministry	United States	Consult	040	1	Kim Yong-chol	Government	North Korea	47400698	4	Associated Press Newswires	New York City	NA	state of New York	United States	40.7143	-74.006
32891108	2018-06-01	Antonio Tajani	International Government Organization,Regional Diplomatic IGOs,Regional	NA	Demand	100	-5	Jean-Claude Juncker	International Government Organization,Parties,Regional,Regional Diplomatic IGOs,Elite	Luxembourg	47400707	2	Agence France-Presse	European Parliament	(Bruxelles-Capitale)	Bruxelles-Capitale	Belgium	50.8386	4.37573
32891241	2018-06-01	Kang Kyung Wha	Finance / Economy / Commerce / Trade Ministry,Foreign Ministry,Executive,Government	South Korea	Engage in negotiation	046	7	Mike Pompeo	Government,Executive,Foreign Ministry	United States	47400718	2	Xinhua News Agency	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891244	2018-06-01	Mike Pompeo	Government,Executive,Foreign Ministry	United States	Engage in negotiation	046	7	Kang Kyung Wha	Finance / Economy / Commerce / Trade Ministry,Foreign Ministry,Executive,Government	South Korea	47400718	2	Xinhua News Agency	Seoul	NA	Seoul-teukbyeolsi	South Korea	37.5683	126.978
32891240	2018-06-01	Kim Yong-chol	Government	North Korea	Make a visit	042	1.9	United States	NA	United States	47400718	4	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891239	2018-06-01	Kim Yong-chol	Government	North Korea	Consult	040	1	Mike Pompeo	Government,Executive,Foreign Ministry	United States	47400718	4	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891246	2018-06-01	United States	NA	United States	Host a visit	043	2.8	Kim Yong-chol	Government	North Korea	47400718	4	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891243	2018-06-01	Mike Pompeo	Government,Executive,Foreign Ministry	United States	Consult	040	1	Kim Yong-chol	Government	North Korea	47400718	4	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891245	2018-06-01	North Korea	NA	North Korea	Engage in negotiation	046	7	Foreign Affairs (South Korea)	Foreign Ministry,Executive,Government	South Korea	47400718	5	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891242	2018-06-01	Foreign Affairs (South Korea)	Foreign Ministry,Executive,Government	South Korea	Engage in negotiation	046	7	North Korea	NA	North Korea	47400718	5	Xinhua News Agency	New York City	NA	state of New York	United States	40.7143	-74.006
32891230	2018-06-01	North Korea	NA	North Korea	Consult	040	1	South Korea	NA	South Korea	47400719	2	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32891231	2018-06-01	South Korea	NA	South Korea	Consult	040	1	North Korea	NA	North Korea	47400719	2	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32891233	2018-06-01	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	Engage in negotiation	046	7	Moon Jae-in	Executive,Government,Executive Office	South Korea	47400719	3	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32891232	2018-06-01	Moon Jae-in	Executive,Government,Executive Office	South Korea	Engage in negotiation	046	7	Kim Jong-Un	Elite,Executive,Government,Executive Office,(National) Major Party,Parties,Government Major Party (In Government)	North Korea	47400719	3	Xinhua News Agency	Panmunjom	NA	Gyeonggi Province	South Korea	37.9399	126.708
32891235	2018-06-01	Kim Jong-Il	Parties,Government Major Party (In Government),(National) Major Party	North Korea	Sign formal agreement	057	8	Kim Daejung	Elite	South Korea	47400719	5	Xinhua News Agency	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891234	2018-06-01	Kim Daejung	Elite	South Korea	Sign formal agreement	057	8	Kim Jong-Il	Parties,Government Major Party (In Government),(National) Major Party	North Korea	47400719	5	Xinhua News Agency	Pyongyang	NA	P'yongyang-si	North Korea	39.0339	125.754
32891100	2018-06-01	Police (India)	Government,Police	India	Provide humanitarian aid	073	7.4	Engineer (India)	General Population / Civilian / Social,Social	India	47400723	1	Hindustan Times	Ghaziabad	NA	State of Uttar Pradesh	India	28.6625	77.4378
32891102	2018-06-01	Police (India)	Government,Police	India	Use conventional military force	190	-10	Citizen (India)	General Population / Civilian / Social,Social	India	47400723	5	Hindustan Times	Ghaziabad	NA	State of Uttar Pradesh	India	28.6625	77.4378
32891101	2018-06-01	Police (India)	Government,Police	India	Use conventional military force	190	-10	Kidnapper (India)	Criminals / Gangs,Dissident	India	47400723	5	Hindustan Times	Ghaziabad	NA	State of Uttar Pradesh	India	28.6625	77.4378
32891103	2018-06-01	Citizen (India)	General Population / Civilian / Social,Social	India	fight with small arms and light weapons	193	-10	India	NA	India	47400723	6	Hindustan Times	Nagar	NA	Northern Areas	Pakistan	35.3997	73.8314
32890044	2018-06-01	Citizen (India)	General Population / Civilian / Social,Social	India	Accuse	112	-2	Police (India)	Government,Police	India	47400726	3	Hindustan Times	Noida	Meerut	State of Uttar Pradesh	India	28.58	77.33
32891238	2018-06-01	Ministry (India)	Government	India	Make statement	010	0	India	NA	India	47400730	6	Hindustan Times	Jaipur	Jaipur	State of Rajasthan	India	26.9196	75.7878
32891247	2018-06-01	Citizen (India)	General Population / Civilian / Social,Social	India	Demonstrate or rally	141	-6.5	Unspecified Actor	Unspecified	NA	47400732	1	Hindustan Times	Jaipur	Jaipur	State of Rajasthan	India	26.9196	75.7878
32891105	2018-06-01	Women (India)	General Population / Civilian / Social,Social	India	Accuse	112	-2	Police (India)	Government,Police	India	47400733	1	Hindustan Times	Bharatpur	NA	State of Rajasthan	India	27.2173	77.4901
